EXPEDIENTE;TIPO;CIUDAD;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD
44037;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;85;23664164,9;12806236,6;9891472,41;-303956,81
73084;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;2;23394241,7;14064034,9;282893742,1;0
708113;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;4;23259672,4;15794768,4;0;4662800,8
69719;ANÓNIMA;ELOY ALFARO;GRANDE;MERCADO DE VALORES;109;23239388,13;12385338,95;19554656,52;172210,02
134384;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;104;23025022,1;170832,46;2664388,64;-11911,93
112286;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;443;22924030,9;12956585,4;15633324,43;2707552,75
5768;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;581;22887070,6;17757097,8;18643088,54;1202739,84
115193;RESPONSABILIDAD LIMITADA;SAMBORONDÓN;GRANDE;SOCIETARIO;102;22752236,9;6061784,88;8895347,3;572597,04
149927;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;98;22551618,7;13452811,1;30690482,19;1842908,31
122933;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;23;22526005,9;18920172,4;2570728,12;131625,16
73593;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;16;22473710,1;10618706,2;939457,31;11685,77
45566;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;128;22451685;10191432,6;52442481,59;4560760,74
170604;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;10;22436684,2;8425106,49;966975,12;-41415,95
128546;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;59;22381438,4;8984953,11;10153904,6;234206,77
106346;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;195;22354663,2;13517573,3;25070622,33;594395,86
149707;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;12;22342766,8;1086181,57;83955911,06;569110,11
19814;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;95;22236026,9;16685563,4;18298516,47;2216349,41
137036;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;83;22225823,6;467251,05;87414546,64;0
9106;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;4;22154899,8;1535281,34;16816409,5;-3751013,5
58109;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;269;22007781,8;6303134,2;18669139,64;65211,59
151402;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;4;21933568;21159800,1;2848326,08;9070656,13
20416;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;213;21933119,8;7500951,33;27093177,96;526852,42
20371;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;361;21890529,2;13833296,7;55106600,53;3429944,48
3833;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;651;21875901,1;12647727,1;18452473,15;2371202,3
78161;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;144;21695342;15005451,6;26661610,23;1785018,05
4390;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;125;21640799,2;13479277,7;16155774,6;687262,09
24069;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;223;21639190,7;8304821,42;23866097,8;285779,71
122529;RESPONSABILIDAD LIMITADA;SAMBORONDÓN;GRANDE;SOCIETARIO;19;21607394,1;2379465,07;25787097,27;1303293,66
117103;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;39;21369672,8;4571182,86;10429923,82;504361,17
20377;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;8;21167695,7;6033877,16;23587649,66;0
4863;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;659;21093031,3;-494206,87;11704821,83;-227584,82
19690;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;260;21065137,9;18262870,3;7059897,48;158606,17
21978;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;4;20863941,9;12679933,8;2429973,2;781954,52
5023;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;50;20832864,2;7778429,95;6269501,59;1279955,71
71911;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;21;20831350,8;1416249,45;7687737,9;543116,47
25574;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;42;20783949,1;7955707,16;21501869,31;1346166,08
1995;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;148;20535956,3;10058384;8783059,72;-2144052,6
8590;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;175;20524751,7;9819617,79;24004068,37;290193,23
5754;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;46;20496828;13726047,3;21630059,62;845784,46
20772;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;190;20476785,2;2906116,14;20129606,39;-1005349,6
27212;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;122;20457287,4;11529864,7;10487414,34;459764,93
173636;ANÓNIMA;NARCISA DE JESÚS (NOBOL);MEDIANA;SOCIETARIO;30;20451336,8;4750326,65;3487238,27;-2523542,3
5855;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;6;20383204;2959841,25;3533963,06;221688,42
111585;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;38;20265359,6;285706,5;28337600,19;74377,01
4444;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;6;20262356,4;18628553,3;4709485,95;3000924,65
99434;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;204;20224952,13;5138620,74;36241314,96;571002,39
81573;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;3;20092473,6;435995,5;10446088,22;-17590,18
140384;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;110;20064776,2;5348837,47;5836871,84;-1345233,9
131388;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;917;19944378,5;666454,41;23810905,58;96716,58
2560;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;89;19913565,4;5404182,19;4719479,15;17047,92
82461;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;146;19853949,5;14426640,9;21243749,85;3938964,96
134364;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;45;19746105,9;2681690,98;17908446,39;0
131679;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;90;19596530,7;2659073,95;38444360;-1346521,3
99671;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;274;19584959,4;12720456,5;39541242,9;3634614,51
21330;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;26;19538218;13073061,7;12688494,92;1436190,89
108687;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;1;19507657,5;8192001,82;541280,09;232882,25
3970;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;134;19469817,1;6118484,97;23172122,76;1528114,7
25763;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;57;19418440,5;10224500,7;17457051,4;1512377,3
4846;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;111;19360420,7;14558387,8;16007793,77;2646569,35
16987;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;34;19319501,1;14020509,8;16437774,67;1068028,36
107009;ANÓNIMA;MILAGRO;GRANDE;SOCIETARIO;315;19275375,5;7909144,43;69654024,48;287133,84
44244;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;61;19243286,9;12206103,6;28415725,81;1194525,82
3357;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;215;19241814,8;11965758,1;24147167,3;461732,39
135289;ANÓNIMA;SAMBORONDÓN;MEDIANA;SOCIETARIO;4;19168842,7;19153219;0;3501514,36
81550;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;173;19142951,79;10038287,32;19404393,36;411826,45
715221;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;144;19069521,6;4200661,97;19196005,05;25504,48
135596;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;79;19028169,5;3714923,35;13946763,77;-117091,22
69288;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;56;18903463,8;8937662,2;11088601,86;-977734,35
19014;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;6;18665293,9;15780819,3;2016922,08;1234081,72
5722;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;102;18643763,3;6356179,75;13306396,35;354245,32
9086;ANÓNIMA;NARCISA DE JESÚS (NOBOL);MEDIANA;MERCADO DE VALORES;140;18511682,71;12893000,17;4468365,9;20810,28
4420;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;91;18509320,2;1274471,62;11163627,25;-503191,38
107188;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;86;18461237,8;1348215,58;15517779;346709,26
20323;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;147;18393768;4739147,25;25124859,18;386123,59
120796;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;217;18295135,3;6781037,35;15423200,27;128687,23
44055;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;121;18188578,9;9878926,88;25194101,09;1638167,35
2754;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;102;18093907,5;12910567,1;33472270,05;3585940,38
130910;ANÓNIMA;SAMBORONDÓN;MEDIANA;SOCIETARIO;4;18036968,4;335150,17;3566157,36;53312,29
23377;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;183;17949571,5;4650245,49;25868665,54;778039,62
110069;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;4;17874931,5;7911764,34;7044856,45;4018942,82
5236;ANÓNIMA EN PREDIOS RÚSTICOS;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;6;17873188;17865877;11568,96;-223898,26
71828;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;215;17866170,38;12409953,37;19831721,54;9482620,38
66732;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;335;17829233,2;3371244,86;20254113,12;440988,47
103447;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;162;17770235,3;846537,23;5458194,62;451238,98
144842;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;113;17749057,9;640651,9;3653337,66;-814790,67
68964;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;398;17518077,2;14215118,1;19887657;807186,43
70049;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;188;17500351,4;6839344,26;13964761,5;-505241,92
27235;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;2;17411632,1;11472565,3;1244416,26;2798054,37
44222;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;22;17403314;10137192,5;5620558,78;-34017,44
120926;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;3;17392901,6;2273525,96;20797998,65;-188028,49
72725;ANÓNIMA;ELOY ALFARO;GRANDE;MERCADO DE VALORES;135;17306508,14;5600070,59;39576307,25;30223,29
710543;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;17218444,2;14918208,1;0;670594,12
134590;ANÓNIMA;GUAYAQUIL;MEDIANA;MERCADO DE VALORES;132;17175069,07;8437851,99;4069184,83;-288975,96
21454;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;12;17166958,3;8322817,01;6574543,44;508690,4
101129;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;45;17140662,3;5173112,35;4410268,53;-132449,4
21632;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;100;17119646,8;6629230,58;29048556,37;880339,01
102441;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;652;17092782,7;8619571,74;12110589,1;-563171,59
3079;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;2;17014039,1;12348513,2;1055133,68;-501254,04
127472;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;304;16895558,3;8395536,41;24250861,2;1314811,84
59229;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;162;16806524,7;7990042,69;17265590,28;840065,06
70440;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;159;16775593,7;5376049,42;7950599,52;409,42
113104;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;548;16725796,8;2152758,82;88183769,46;206805,37
119409;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;6;16706909,5;694211,57;7097928,49;347644,02
100901;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;42;16701486,1;8305319,71;1825562,47;-64569,21
3118;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;114;16563617,1;11742110,9;22025975,93;1305168,71
103998;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;145;16498974,5;11084842;54939460,87;1180874,92
71941;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;50;16470405,7;7740344,78;22176554,36;1316136,07
19340;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MEDIANA;SOCIETARIO;9;16371843;10821332,1;0;1890141,08
25404;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;23;16352020,2;7584335,88;8156812,21;223731,23
74656;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;114;16201759,6;9907227,28;22770273,5;1701299,37
9339;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;222;16175976,4;15305285,2;4839754,27;-197772,8
65425;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;184;16142130,6;10789847,4;17834193,08;2326845,72
710473;ANÓNIMA;ELOY ALFARO;MEDIANA;SOCIETARIO;4;16137676,7;831100,07;1328367,46;812957,39
135544;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;449;16071366,9;10125568,2;11345081,5;909357,15
165288;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;445;16031813,8;10092025,9;7808759,74;-2322543,6
73461;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;54;16007032,2;4293592,28;6355237,15;24148,71
55935;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;578;15946536;-272502,28;5738125,04;-118479,64
92843;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;29;15903338,6;11709800,6;13059147,3;815740,6
77661;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;22;15861765,1;15600714,9;0;0
107224;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;188;15820226,1;1634556,36;43468711,06;210724,64
133734;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;5;15795785,5;15735847,2;0;2422738,67
71209;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;281;15787578,5;9136637,22;24993694,99;4354336,83
9276;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;132;15781416,4;4299934,96;13713301,18;-1658470,6
134146;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;373;15773276,4;3408732,73;12521587,51;272755,79
129049;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;69;15763320,5;2041446,4;10774456,61;245228,52
130422;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;4;15749919,01;7415877,45;13124017,01;619783,79
112021;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;229;15693649,1;10874102,1;4549285,12;230096,06
715781;RESPONSABILIDAD LIMITADA;SAMBORONDÓN;MEDIANA;SOCIETARIO;6;15689728;15673728;0;3521701
74223;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;88;15612428,1;3601054,05;16748626,65;3468393,09
20084;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;89;15558399,4;4983193,94;19443646,11;-517748,61
4944;ANÓNIMA EN PREDIOS RÚSTICOS;GUAYAQUIL;GRANDE;SOCIETARIO;616;15520207,3;-505407,37;7147116,01;-143143,62
133525;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;15463659;15443461,4;0;-1428,68
133493;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;15460809,1;15440066,2;0;-1428,68
138401;ANÓNIMA;SAN JACINTO DE YAGUACHI;GRANDE;SOCIETARIO;978;15394903,5;12932156,6;9164537,64;34663,91
103465;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;29;15389488,2;3291765,94;16806278;0
70388;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;628;15385193;6472113,27;40473128,7;2144009,99
69238;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;48;15350721,3;13816494,6;5700788,63;-34065,42
164663;ANÓNIMA;ELOY ALFARO;GRANDE;SOCIETARIO;62;15311725,2;2285397,53;24788201,89;443191,44
100891;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;93;15234769,54;6360183,67;14567863,28;375589,33
75615;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;518;15230499,8;5206555,95;29512327,11;3249818,89
134746;ANÓNIMA;SAMBORONDÓN;MEDIANA;SOCIETARIO;73;15195474,5;4473509,13;4558831,25;-3038,55
165196;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;424;15190298,5;11543436,7;12134441,02;721147,22
138675;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;172;15180935,7;2714059,27;26781892,17;0
133532;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;15168919,8;15148924,1;0;-1540,38
166847;RESPONSABILIDAD LIMITADA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;15154391,8;7650018,85;0;465835,27
133541;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;15154066,3;15134160,7;0;-1438,18
97954;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;2;15113056,3;15113056,3;0;2292396,27
93265;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;21;15077328,8;6245014,48;30114373;2499188,79
60419;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MEDIANA;SOCIETARIO;7;15024739,7;9181763,41;3652129,88;286859,11
53352;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;46;14988250,6;7552523,76;19179737,57;961166,89
60000;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;24;14941249,9;1001440,49;12411342,21;5356,61
76080;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;183;14917325,8;14119921,1;2779728,6;-555715,34
43662;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;313;14698902,99;8497038,91;6887283,68;47239,38
5004;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;15;14646759,6;10266394,8;13512207,42;2536822,9
76829;ANÓNIMA;TARIFA;GRANDE;SOCIETARIO;16;14621122,2;1287514,78;16437595,91;195926,53
81724;ECONOMÍA MIXTA;SAMBORONDÓN;GRANDE;SOCIETARIO;88;14606073,1;7064214,62;21265784,57;1038178,79
60640;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;26;14556036,8;4080323,56;4075138,71;312168,41
43183;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;99;14548022,6;5222690,92;18817209,69;1398766,41
20403;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;2;14489264,7;483306,17;1194241,08;369895,51
70929;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;11;14457027,3;7810457,79;2085717,05;58968,39
20250;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;134;14406355,8;3542838,23;10109454,87;22113,24
3350;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;170;14349070,1;9259621,06;20936259,39;894325,08
21753;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;132;14314028,8;1447626,99;9817963,62;152423,27
109328;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;22;14233506,9;6287386,18;19172047,8;671909,1
22302;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;178;14156985,27;2444624,24;13865918,47;322220,03
20477;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;204;14147705,4;8250086,92;15111987,1;773561,63
83790;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;307;14121810,3;7213603,16;12807060,14;313005,59
69582;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;91;14118517,5;4011226,38;10689867,84;855057,64
89441;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;49;14102104,8;1605887,34;10468070;145621,38
183255;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;4;14081159,4;14080722,8;0;1226646,07
5264;ANÓNIMA EN PREDIOS RÚSTICOS;MILAGRO;PEQUEÑA;SOCIETARIO;4;14054320,4;14052640,4;14000;775,38
134884;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;872;13935076,4;6231975,85;16565154,6;247670,88
2473;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;6;13932682,4;11443587,9;1139110,97;240735,61
121146;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;2;13909944,1;2731049,02;489493,99;19690,6
183108;ANÓNIMA;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;2;13890047,5;2086291,49;0;-2345604,6
20138;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;156;13882583,7;7708700,57;20334040,16;377196,34
5225;ANÓNIMA EN PREDIOS RÚSTICOS;MILAGRO;PEQUEÑA;SOCIETARIO;4;13805775,4;13769540,5;12500;627,18
68547;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;56;13793290,9;590394,81;370842,4;8368,41
176673;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;131;13778665,9;11593806,8;15001519,3;3355394,74
171607;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;18;13756782,4;1209177,38;5556744,94;244603,56
134085;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;86;13727915,9;13074602,4;6185809,34;37605
142805;ANÓNIMA;TARIFA;MEDIANA;SOCIETARIO;1;13696211,2;12806695,2;0;1382365,94
4414;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;13635410,9;-213703,18;0;-67184,92
114473;ANÓNIMA;MILAGRO;GRANDE;SOCIETARIO;203;13563608,9;5654099,26;4259082,73;83748,98
136352;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;50;13550126,8;3540416,09;3045771,55;12299,65
63801;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;401;13540992,7;4417062,35;8250121,54;750322,05
4094;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;3;13533780;8060942,75;0;900707,29
111489;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;108;13450970,3;6223708,28;8561689,17;82178,03
59854;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;2;13441029,8;13370857,2;158142,84;2413333,73
73160;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;16;13413254,3;13110619,5;421972,9;-157544,18
115472;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;61;13396439,9;9209967,57;16251049,93;751026,74
68179;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;443;13381231,11;3841442,15;22904633,15;669555,08
100731;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;92;13376631,9;8113885,74;13675706;712204,81
716783;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;4;13339218,9;13336123,5;0;1881625,53
171800;SUCURSAL EXTRANJERA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;13220129,7;12000452,8;0;-72167,02
71573;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;13149160,1;11910791,1;0;130444,07
111078;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;196;13130676,8;624642,02;45459872,6;4370,22
23189;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;18;13117607,2;6491354,88;7267778,6;128883,86
82414;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;226;13086762,6;5777695,26;10445879,52;1008167,49
136611;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;19;13023394,6;605981,34;11252357,9;72687,48
165341;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;108;13015774,6;4353938,42;20409276,64;81756,86
79269;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;2;12993925,8;4786987,75;842223,97;24209,14
6133;ANÓNIMA;MILAGRO;GRANDE;SOCIETARIO;58;12973022,1;10072042,5;6680670,02;-283724,49
106257;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;324;12947277,4;6220885,05;16038619,3;1465425,42
59388;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;37;12926619,8;565660,62;27376015,31;-211962,88
48758;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;90;12920187,8;9940023,34;21061118,08;2166200,71
114805;RESPONSABILIDAD LIMITADA;SAMBORONDÓN;GRANDE;SOCIETARIO;4;12862747,4;4090408,05;5046444,87;13345,06
171438;ANÓNIMA;GENERAL VILLAMIL;MEDIANA;SOCIETARIO;6;12827724,7;10055887;0;2088599,25
114326;ANÓNIMA;SAMBORONDÓN;MEDIANA;SOCIETARIO;6;12826629,2;6697393,68;3849554,78;185211,88
80802;ANÓNIMA;GUAYAQUIL;GRANDE;MERCADO DE VALORES;159;12794532,44;1522300,62;10515203,37;0
2381;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;193;12789566,9;5351891,28;5335732,05;-1031627,5
167253;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;35;12729910,9;8346124,24;920975,47;-920375,09
42757;ANÓNIMA;SAMBORONDÓN;GRANDE;SOCIETARIO;84;12729018,7;1424923,25;8446047,81;-773453,3
109603;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;5;12723595,8;4107142,53;3247795,53;1897,93
73742;ANÓNIMA;GUAYAQUIL;GRANDE;SOCIETARIO;310;12708342,2;4945642,41;14447929,7;455379,05
711739;ANÓNIMA;ELOY ALFARO;MEDIANA;SOCIETARIO;4;12699574,7;12669631,9;0;6626,35
26723;RESPONSABILIDAD LIMITADA;GUAYAQUIL;GRANDE;SOCIETARIO;16;12688377,3;1112211,27;15696354,77;413554,5
115996;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;50;12665886,2;2547043,09;4749603,04;122651,67
179909;ANÓNIMA;SAMBORONDÓN;PEQUEÑA;SOCIETARIO;2;12631536,8;5847691,64;0;180746,96
